1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Modern_Eletric,Bsmt_BR,Total_BR,Total_BA,Non_BA_BR,BsmtFinSF_Ratio,TotFinSF,LvgSpaceAbvGr_Ratio,All_SF,PorchSF_Ratio,HasShed
798,689,0,None,3,1Fam,2,1,94.0,0.0,2,1,0.0,0.0,3,641.0,Y,Norm,Norm,FuseA,0,3,3,VinylSd,VinylSd,1,4,1,CBlock,1,Typ,220.0,1.0,3,1,3,Detchd,1949.0,1487,1,GasA,3,1.5Fin,240,1,3,Lvl,Gtl,8741,Inside,52.0,Reg,0,50,RL,0.0,None,0,4,Edwards,140,4,6,Y,0,0,CompShg,Gable,Normal,113000.0,WD,0,Pave,7,735.0,AllPub,0,1945,1950,2010,Hist,0,3,1.5,0.8571428571428571,0.1278911564625851,1581.0,0.9405439595192916,1721.0,0.08855154965211891,0
1566,0,0,None,3,1Fam,3,3,1078.0,0.0,6,1,1.0,0.0,4,488.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,750.0,2.0,3,2,3,Attchd,2008.0,1566,0,GasA,5,1Story,241,1,4,Lvl,Gtl,9000,Inside,75.0,Reg,0,20,FV,36.0,Stone,0,4,Somerst,168,5,8,Y,0,0,CompShg,Gable,Normal,262500.0,WD,0,Pave,7,1566.0,AllPub,144,2008,2008,2010,Modern,1,4,3.0,0.8571428571428571,0.6883780332056194,2644.0,0.5922844175491679,2956.0,0.11800302571860817,0
866,0,0,None,2,1Fam,3,1,329.0,0.0,5,1,0.0,0.0,3,357.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,0,0,0,CBlock,1,Typ,0.0,0.0,0,0,0,None,1945.0,866,0,GasA,4,1Story,242,1,4,Lvl,Gtl,3880,Inside,40.0,Reg,0,30,RM,0.0,None,0,8,OldTown,42,9,5,Y,0,0,CompShg,Gable,Normal,110500.0,WD,0,Pave,4,686.0,AllPub,58,1945,1997,2007,Modern,0,2,1.0,1.0,0.47959183673469385,1195.0,0.7246861924686192,1295.0,0.08368200836820083,0
889,551,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,540.0,N,Norm,Norm,FuseA,77,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,352.0,1.0,3,1,2,Attchd,1940.0,1440,0,GasA,4,1.5Fin,243,1,3,Lvl,Gtl,5000,Corner,63.0,Reg,0,50,RM,0.0,None,0,4,OldTown,0,4,5,Y,0,0,CompShg,Gable,Normal,79000.0,WD,0,Pave,6,540.0,AllPub,0,1900,1950,2006,Hist,0,3,1.0,0.8333333333333334,0.0,1440.0,1.0,1517.0,0.05347222222222222,0
626,591,0,None,3,TwnhsE,3,1,0.0,0.0,1,1,0.0,0.0,4,626.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,0,3,1,CBlock,1,Typ,288.0,1.0,3,2,3,Attchd,1980.0,1217,1,GasA,3,2Story,244,1,3,Lvl,Gtl,10762,Corner,75.0,Reg,0,160,RL,0.0,None,0,4,SawyerW,28,6,6,Y,0,0,CompShg,Gable,Normal,120000.0,WD,0,Pave,6,626.0,AllPub,0,1980,1980,2009,Modern,0,3,1.5,1.0,0.0,1217.0,1.0,1245.0,0.023007395234182416,0
1222,888,0,None,3,1Fam,3,1,695.0,0.0,6,1,1.0,0.0,4,253.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,2,2,PConc,2,Typ,463.0,2.0,3,2,3,Attchd,1994.0,2110,1,GasA,5,2Story,245,1,4,Lvl,Gtl,8880,Inside,0.0,IR1,0,60,RL,0.0,None,0,5,SawyerW,130,5,7,Y,0,0,CompShg,Gable,Normal,205000.0,WD,0,Pave,8,948.0,AllPub,0,1994,2002,2010,Modern,1,4,3.5,0.875,0.7331223628691983,2805.0,0.7522281639928698,2935.0,0.04634581105169341,0
1872,0,0,None,3,1Fam,3,3,929.0,0.0,6,1,0.0,1.0,4,916.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,2,Typ,604.0,2.0,3,3,3,Attchd,1988.0,1872,0,GasA,4,1Story,246,1,3,Lvl,Gtl,10400,Inside,80.0,Reg,0,20,RL,102.0,BrkFace,0,6,NWAmes,39,5,7,Y,0,0,CompShg,Gable,Normal,241500.0,WD,0,Pave,6,1845.0,AllPub,197,1988,1988,2006,Modern,0,3,2.5,1.0,0.5035230352303524,2801.0,0.6683327383077473,3037.0,0.08425562299178865,0
908,1020,0,Grvl,4,2fmCon,3,1,0.0,0.0,1,1,0.0,0.0,2,1020.0,N,Norm,Norm,FuseP,112,2,3,AsbShng,AsbShng,0,0,0,Stone,2,Typ,440.0,1.0,1,1,1,Detchd,1910.0,1928,0,GasA,4,2Story,247,2,2,Lvl,Gtl,9142,Inside,69.0,Reg,0,190,RM,0.0,None,0,4,OldTown,60,8,6,Y,0,0,CompShg,Gable,Normal,137000.0,WD,0,Pave,9,1020.0,AllPub,0,1910,1950,2006,Hist,0,4,2.0,0.7777777777777778,0.0,1928.0,1.0,2100.0,0.08921161825726141,0
1375,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1367.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,BrkFace,0,3,1,CBlock,1,Typ,451.0,2.0,3,1,3,Attchd,1954.0,1375,0,GasA,5,1Story,248,1,3,Lvl,Gtl,11310,Inside,75.0,Reg,0,20,RL,0.0,None,0,6,NAmes,30,5,6,Y,0,0,CompShg,Hip,Normal,140000.0,WD,0,Pave,5,1367.0,AllPub,0,1954,1954,2006,Modern,0,2,1.0,0.8,0.0,1375.0,1.0,1405.0,0.02181818181818182,0
840,828,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,840.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,500.0,2.0,3,2,3,Attchd,2003.0,1668,1,GasA,5,2Story,249,1,4,Lvl,Gtl,11317,Inside,72.0,Reg,0,60,RL,101.0,BrkFace,0,9,CollgCr,68,5,7,Y,0,0,CompShg,Gable,Normal,180000.0,WD,0,Pave,8,840.0,AllPub,144,2003,2003,2007,Modern,0,3,2.5,0.875,0.0,1668.0,1.0,1880.0,0.12709832134292565,0
1444,700,0,None,4,1Fam,3,4,697.0,0.0,3,1,0.0,1.0,4,747.0,Y,Norm,Norm,SBrkr,0,3,4,Wd Sdng,HdBoard,0,3,2,CBlock,2,Typ,389.0,2.0,3,3,3,Attchd,1958.0,2144,0,GasA,4,1.5Fin,250,1,4,Low,Sev,159000,CulDSac,0.0,IR2,0,50,RL,472.0,BrkCmn,500,6,ClearCr,98,7,6,Y,0,0,CompShg,Gable,Normal,277000.0,WD,0,Pave,7,1444.0,AllPub,0,1958,2006,2007,Modern,0,4,2.5,1.0,0.4826869806094183,2841.0,0.7546638507567758,2939.0,0.034494896163322776,1
1306,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,728.0,Y,Norm,Norm,SBrkr,0,1,3,Wd Sdng,Plywood,2,0,0,CBlock,1,Mod,0.0,0.0,0,0,0,None,1940.0,1306,0,GasA,5,1Story,251,1,2,Lvl,Gtl,5350,Inside,55.0,IR1,0,30,RL,0.0,None,450,5,BrkSide,0,2,3,Y,0,0,CompShg,Gable,Normal,76500.0,WD,0,Pave,6,728.0,AllPub,263,1940,1966,2010,Modern,0,3,1.0,0.8333333333333334,0.0,1306.0,1.0,1569.0,0.20137825421133232,1
1625,0,0,None,2,TwnhsE,3,4,1573.0,0.0,6,1,1.0,1.0,4,0.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,538.0,2.0,3,3,3,Attchd,2006.0,1625,0,GasA,5,1Story,252,1,4,HLS,Mod,4750,Inside,44.0,IR1,0,120,RM,481.0,Stone,0,12,Crawfor,0,5,8,Y,0,0,CompShg,Hip,Family,235000.0,WD,153,Pave,5,1573.0,AllPub,123,2006,2007,2007,Modern,1,3,3.5,1.0,1.0,3198.0,0.5081300813008129,3474.0,0.08630393996247655,0
798,842,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,798.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,520.0,2.0,3,2,3,Attchd,2004.0,1640,1,GasA,5,2Story,253,1,4,Lvl,Gtl,8366,Inside,65.0,IR1,0,60,RL,0.0,None,0,12,SawyerW,45,5,6,Y,0,0,CompShg,Gable,Normal,173000.0,WD,0,Pave,6,798.0,AllPub,138,2004,2004,2008,Modern,0,3,2.5,1.1666666666666667,0.0,1640.0,1.0,1823.0,0.11158536585365854,0
1302,0,0,None,3,1Fam,3,4,270.0,580.0,2,5,0.0,1.0,4,452.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,1,0,0,CBlock,2,Min1,309.0,1.0,3,2,3,Attchd,1964.0,1302,0,GasA,5,SLvl,254,1,4,Lvl,Gtl,9350,Inside,85.0,Reg,0,80,RL,108.0,BrkFace,0,10,NAmes,0,7,6,Y,0,0,CompShg,Hip,Normal,158000.0,CWD,0,Pave,7,1302.0,AllPub,333,1964,1991,2007,Modern,0,3,2.5,0.8571428571428571,0.65284178187404,2152.0,0.6050185873605948,2485.0,0.15473977695167287,0
1314,0,0,None,3,1Fam,3,1,922.0,0.0,3,1,1.0,0.0,3,392.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,294.0,1.0,3,2,3,Attchd,1957.0,1314,0,GasA,3,1Story,255,1,3,Lvl,Gtl,8400,Inside,70.0,Reg,0,20,RL,0.0,None,0,6,NAmes,0,6,5,Y,0,0,CompShg,Gable,Normal,145000.0,WD,0,Pave,5,1314.0,AllPub,250,1957,1957,2010,Modern,1,4,2.0,1.0,0.7016742770167428,2236.0,0.5876565295169947,2486.0,0.11180679785330948,0
1005,1286,0,None,4,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,975.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,Typ,429.0,2.0,3,3,3,BuiltIn,1999.0,2291,1,GasA,5,2Story,256,1,4,Lvl,Gtl,8738,Inside,66.0,IR1,0,60,RL,302.0,BrkFace,0,2,Gilbert,0,5,7,Y,0,0,CompShg,Gable,Normal,230000.0,WD,0,Pave,8,975.0,AllPub,192,1999,1999,2006,Modern,0,4,2.5,1.0,0.0,2291.0,1.0,2483.0,0.08380619816673941,0
864,864,0,None,3,1Fam,3,1,503.0,0.0,3,1,0.0,0.0,4,361.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,673.0,2.0,3,2,3,Attchd,2003.0,1728,1,GasA,5,2Story,257,1,4,Lvl,Gtl,8791,Inside,64.0,IR1,0,60,FV,0.0,None,0,5,Somerst,56,5,6,Y,0,0,CompShg,Gable,Normal,207500.0,WD,0,Pave,7,864.0,AllPub,216,2003,2003,2008,Modern,0,3,2.5,1.0,0.5821759259259259,2231.0,0.7745405647691618,2503.0,0.12191842223218288,0
1604,0,0,None,3,1Fam,3,1,1334.0,0.0,6,1,1.0,0.0,4,270.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,660.0,2.0,3,2,3,Attchd,2006.0,1604,1,GasA,5,1Story,258,1,4,Lvl,Gtl,8814,Inside,68.0,Reg,0,20,RL,180.0,Stone,0,3,CollgCr,110,5,7,Y,0,0,CompShg,Gable,Abnorml,220000.0,WD,0,Pave,8,1604.0,AllPub,123,2006,2006,2009,Modern,1,4,3.5,0.875,0.8316708229426434,2938.0,0.5459496255956433,3171.0,0.07930565010211028,0
963,829,245,None,3,1Fam,3,1,361.0,0.0,6,1,0.0,0.0,4,602.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,Typ,564.0,2.0,3,2,3,Attchd,2001.0,1792,1,GasA,5,2Story,259,1,4,Lvl,Gtl,12435,Inside,80.0,Reg,0,60,RL,172.0,BrkFace,0,5,CollgCr,96,5,7,Y,0,0,CompShg,Gable,Normal,231500.0,WD,0,Pave,7,963.0,AllPub,0,2001,2001,2008,Modern,0,3,2.5,1.0,0.37487019730010385,2153.0,0.8323269856014863,2494.0,0.1583836507199257,0
882,0,0,None,2,1Fam,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,Y,Norm,Norm,FuseA,0,3,3,BrkFace,BrkFace,0,0,0,PConc,1,Typ,308.0,1.0,3,1,3,Detchd,1956.0,882,0,GasA,4,1Story,260,1,3,Lvl,Gtl,12702,Inside,70.0,Reg,0,20,RM,0.0,None,0,12,OldTown,45,5,5,Y,0,0,CompShg,Gable,Normal,97000.0,WD,0,Pave,4,0.0,AllPub,0,1956,1956,2008,Hist,0,2,1.0,1.0,0.0,882.0,1.0,927.0,0.05102040816326531,0
1382,0,0,None,3,1Fam,3,4,672.0,690.0,3,5,1.0,0.0,3,0.0,Y,Artery,Norm,SBrkr,252,3,3,Wd Sdng,Wd Sdng,2,3,1,CBlock,1,Typ,884.0,2.0,3,1,3,Attchd,1991.0,1382,0,GasA,3,SLvl,261,1,3,Lvl,Gtl,19296,Corner,120.0,Reg,0,80,RL,399.0,BrkFace,0,5,NAmes,0,5,6,Y,0,0,CompShg,Gable,Normal,176000.0,WD,0,Pave,6,1362.0,AllPub,0,1962,1962,2009,Modern,1,4,2.0,0.8333333333333334,1.0,2744.0,0.5036443148688047,2996.0,0.09183673469387756,0
1482,1092,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,5,1482.0,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,0,4,1,PConc,2,Typ,868.0,3.0,3,3,3,BuiltIn,2007.0,2574,1,GasA,5,2Story,262,1,5,Lvl,Gtl,9588,Inside,69.0,IR1,0,60,RL,270.0,Stone,0,11,CollgCr,148,5,8,Y,0,0,CompShg,Gable,Partial,276000.0,New,0,Pave,10,1482.0,AllPub,0,2007,2007,2007,Modern,0,3,2.5,0.7,0.0,2574.0,1.0,2722.0,0.057498057498057496,0
1212,0,0,None,3,1Fam,4,3,506.0,0.0,5,1,1.0,0.0,4,0.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,2,3,1,CBlock,1,Typ,492.0,2.0,3,1,3,Attchd,1978.0,1212,0,GasA,3,SLvl,263,1,3,Lvl,Gtl,8471,Corner,88.0,IR1,0,80,RL,46.0,BrkFace,0,7,Sawyer,12,7,6,Y,0,0,CompShg,Gable,Normal,151000.0,WD,0,Pave,6,506.0,AllPub,292,1977,1995,2006,Modern,1,4,2.0,0.8333333333333334,1.0,1718.0,0.7054714784633295,2022.0,0.1769499417927823,0
926,0,0,None,3,1Fam,3,1,234.0,692.0,2,5,1.0,0.0,3,0.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,484.0,2.0,3,1,3,Detchd,1974.0,1316,0,GasA,3,1.5Fin,264,1,3,Lvl,Gtl,5500,Corner,50.0,Reg,390,50,RM,0.0,None,0,4,OldTown,0,7,5,Y,0,0,CompShg,Gable,Normal,130000.0,WD,0,Pave,6,926.0,AllPub,0,1929,2001,2010,Modern,1,4,2.0,0.8333333333333334,1.0,2242.0,0.5869759143621767,2242.0,0.0,0
764,0,0,Grvl,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,2,680.0,N,Artery,Norm,FuseP,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,504.0,2.0,3,1,3,Detchd,1965.0,764,0,GasA,4,1Story,265,1,3,Bnk,Gtl,5232,Inside,30.0,IR3,0,30,RM,0.0,None,0,6,OldTown,0,5,5,N,0,0,CompShg,Gable,Normal,73000.0,WD,0,Pave,4,680.0,AllPub,0,1925,2004,2008,Hist,0,2,1.0,1.0,0.0,764.0,1.0,764.0,0.0,0
1422,0,0,None,3,1Fam,3,1,588.0,228.0,6,2,0.0,0.0,4,606.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,2,3,1,CBlock,2,Typ,576.0,2.0,3,3,3,Attchd,1981.0,1422,0,GasA,3,1Story,266,1,4,Lvl,Gtl,12090,Inside,78.0,IR1,0,20,RL,210.0,BrkFace,0,6,NWAmes,0,6,6,Y,0,0,CompShg,Gable,Normal,175500.0,WD,0,Pave,7,1422.0,AllPub,276,1981,1981,2008,Modern,0,3,2.0,0.8571428571428571,0.5738396624472574,2238.0,0.6353887399463807,2514.0,0.12332439678284182,0
802,709,0,None,3,1Fam,3,3,714.0,0.0,6,1,1.0,0.0,4,88.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,Typ,413.0,2.0,3,3,3,Attchd,1997.0,1511,1,GasA,4,2Story,267,1,3,HLS,Gtl,11207,FR2,70.0,IR1,0,60,RL,0.0,None,0,6,Gilbert,75,5,6,Y,0,0,CompShg,Gable,Normal,185000.0,WD,0,Pave,8,802.0,AllPub,95,1997,1997,2006,Modern,1,4,3.5,0.875,0.8902743142144638,2225.0,0.6791011235955056,2395.0,0.07640449438202247,0
1052,720,0,None,4,1Fam,3,1,378.0,0.0,2,1,0.0,0.0,3,342.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,0,4,1,PConc,2,Typ,240.0,1.0,3,1,3,Detchd,1939.0,2192,1,GasA,5,2.5Fin,268,1,4,Bnk,Mod,8400,Inside,60.0,Reg,420,75,RL,0.0,None,0,7,SWISU,24,8,5,Y,0,0,CompShg,Gable,Normal,179500.0,WD,0,Pave,8,720.0,AllPub,262,1939,1997,2008,Modern,0,4,2.5,1.0,0.525,2570.0,0.8529182879377432,2856.0,0.111284046692607,0
778,0,0,None,2,1Fam,3,1,403.0,125.0,5,3,0.0,0.0,3,212.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,4,1,CBlock,1,Typ,924.0,1.0,5,3,5,Detchd,1966.0,778,0,GasA,5,1Story,269,1,3,Lvl,Gtl,6900,Inside,71.0,Reg,0,30,RM,0.0,None,0,2,IDOTRR,25,6,5,Y,0,0,CompShg,Gable,Normal,120500.0,WD,0,Pave,4,740.0,AllPub,0,1940,1955,2008,Modern,0,2,1.0,1.0,0.7135135135135136,1306.0,0.5957120980091883,1331.0,0.01914241960183767,0
1113,0,0,None,3,1Fam,4,1,751.0,0.0,4,1,1.0,0.0,3,392.0,Y,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,2,2,1,CBlock,1,Typ,504.0,1.0,4,2,3,Attchd,1987.0,1113,1,GasA,3,1Story,270,1,3,Lvl,Gtl,7917,Corner,0.0,IR1,0,20,RL,174.0,BrkFace,0,5,Edwards,30,7,6,Y,0,0,CompShg,Hip,Normal,148000.0,WD,0,Pave,6,1143.0,AllPub,370,1976,1976,2007,Modern,1,4,2.5,1.0,0.6570428696412949,1864.0,0.5971030042918455,2264.0,0.2145922746781116,0
1095,844,0,None,3,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,4,1095.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,1053.0,3.0,3,2,3,Attchd,2006.0,1939,1,GasA,4,2Story,271,1,4,Lvl,Gtl,10728,Inside,84.0,Reg,0,60,FV,0.0,None,0,8,Somerst,51,5,8,Y,0,0,CompShg,Gable,Partial,266000.0,New,0,Pave,8,1095.0,AllPub,192,2006,2006,2006,Modern,0,3,2.5,0.875,0.0,1939.0,1.0,2182.0,0.12532233109850438,0
1363,0,0,None,2,1Fam,3,4,226.0,1063.0,2,6,1.0,0.0,4,96.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,0,3,2,CBlock,1,Mod,439.0,2.0,3,1,3,Attchd,1954.0,1363,0,GasA,5,1Story,272,1,3,Low,Sev,39104,CulDSac,73.0,IR1,0,20,RL,0.0,None,0,4,ClearCr,0,7,7,Y,0,0,Membran,Flat,Normal,241500.0,WD,0,Pave,5,1385.0,AllPub,81,1954,2005,2008,Modern,1,3,2.0,0.8,0.9306859205776173,2652.0,0.5139517345399698,2733.0,0.030542986425339366,0
1164,1106,0,None,4,1Fam,3,1,524.0,0.0,6,1,0.0,0.0,4,628.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,671.0,3.0,3,3,3,Attchd,1999.0,2270,1,GasA,5,2Story,273,1,4,Lvl,Gtl,11764,CulDSac,92.0,IR1,0,60,RL,348.0,BrkFace,0,4,NoRidge,57,7,8,Y,0,0,CompShg,Gable,Normal,290000.0,WD,0,Pave,9,1152.0,AllPub,132,1999,2007,2010,Modern,0,4,2.5,0.8888888888888888,0.45486111111111116,2794.0,0.8124552612741589,2983.0,0.06764495347172512,0
1632,0,0,None,3,1Fam,3,1,620.0,620.0,3,2,1.0,0.0,3,0.0,Y,Feedr,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,1,4,1,CBlock,2,Min1,338.0,1.0,3,2,3,Attchd,1958.0,1632,0,GasA,4,1Story,274,1,3,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,183.0,BrkCmn,0,4,NAmes,0,6,6,Y,0,0,CompShg,Hip,Normal,139000.0,WD,0,Pave,6,1240.0,AllPub,289,1958,1988,2009,Modern,1,4,3.0,1.0,1.0,2872.0,0.5682451253481895,3161.0,0.1006267409470752,0
816,0,0,None,2,1Fam,3,4,546.0,0.0,5,1,0.0,0.0,3,270.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,ImStucc,0,0,0,CBlock,1,Typ,264.0,1.0,3,1,3,Attchd,1982.0,816,0,GasA,3,1Story,275,1,3,Lvl,Gtl,8314,Corner,76.0,Reg,0,20,RL,0.0,None,0,6,Mitchel,0,7,5,Y,0,0,CompShg,Gable,Normal,124500.0,WD,0,Pave,5,816.0,AllPub,168,1982,1982,2007,Modern,0,2,1.0,0.8,0.6691176470588236,1362.0,0.5991189427312775,1530.0,0.12334801762114538,0
952,596,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,952.0,N,Norm,Norm,SBrkr,0,4,4,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,Typ,672.0,2.0,3,1,3,Detchd,1978.0,1548,1,GasW,4,1.5Fin,276,1,5,Lvl,Gtl,7264,Inside,55.0,Reg,0,50,RL,0.0,None,0,10,BrkSide,0,7,7,Y,0,0,CompShg,Gable,Normal,205000.0,WD,144,Pave,5,952.0,AllPub,74,1925,2007,2009,Modern,0,3,2.5,1.4,0.0,1548.0,1.0,1766.0,0.14082687338501293,0
1560,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,5,1560.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,573.0,2.0,3,3,3,Attchd,2003.0,1560,0,GasA,5,1Story,277,1,4,Lvl,Gtl,9196,Inside,129.0,IR1,0,20,RL,0.0,None,0,4,Mitchel,150,5,7,Y,0,0,CompShg,Gable,Normal,201000.0,WD,0,Pave,7,1560.0,AllPub,100,2003,2003,2010,Modern,0,3,2.0,0.8571428571428571,0.0,1560.0,1.0,1810.0,0.16025641025641027,0
864,0,0,None,2,1Fam,3,1,120.0,0.0,2,1,0.0,0.0,3,744.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,Typ,400.0,2.0,3,1,3,Detchd,1951.0,864,0,GasA,5,1Story,278,1,3,Lvl,Gtl,19138,Corner,140.0,Reg,0,20,RL,0.0,None,0,6,Gilbert,0,5,4,Y,0,0,CompShg,Gable,Normal,141000.0,WD,0,Pave,4,864.0,AllPub,0,1951,1951,2010,Modern,0,2,1.0,1.0,0.13888888888888884,984.0,0.8780487804878049,984.0,0.0,0
2121,0,0,None,3,1Fam,3,4,0.0,0.0,1,1,0.0,0.0,5,2121.0,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,0,5,1,PConc,2,Typ,732.0,3.0,3,3,3,Attchd,2007.0,2121,1,GasA,5,1Story,279,1,5,Lvl,Gtl,14450,Inside,107.0,Reg,0,20,RL,315.0,BrkFace,0,5,NridgHt,98,5,9,Y,0,0,CompShg,Gable,Partial,415298.0,New,142,Pave,8,2121.0,AllPub,124,2006,2007,2007,Modern,0,3,2.5,0.875,0.0,2121.0,1.0,2485.0,0.1716171617161716,0
1156,866,0,None,4,1Fam,3,1,392.0,0.0,4,1,0.0,0.0,4,768.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,0,3,1,CBlock,2,Typ,505.0,2.0,3,3,3,Attchd,1977.0,2022,1,GasA,5,2Story,280,1,3,Lvl,Gtl,10005,Inside,83.0,Reg,0,60,RL,299.0,BrkFace,0,3,ClearCr,117,5,7,Y,0,0,CompShg,Hip,Normal,192000.0,WD,0,Pave,8,1160.0,AllPub,288,1977,1977,2008,Modern,0,4,2.5,1.0,0.33793103448275863,2414.0,0.8376139188069593,2819.0,0.16777133388566695,0
1175,807,196,None,3,1Fam,3,3,421.0,0.0,6,1,0.0,0.0,4,386.0,Y,Norm,Norm,SBrkr,0,3,4,Plywood,Plywood,0,3,1,CBlock,2,Typ,575.0,2.0,3,3,3,Attchd,1989.0,1982,1,GasA,4,2Story,281,1,4,Lvl,Gtl,11287,Inside,82.0,Reg,0,60,RL,340.0,BrkFace,0,1,SawyerW,84,6,7,Y,0,0,CompShg,Gable,Normal,228500.0,WD,0,Pave,7,807.0,AllPub,0,1989,1989,2007,Modern,0,3,2.5,1.0,0.5216852540272614,2403.0,0.8248023304203079,2683.0,0.1165210153974199,0
1262,0,0,Pave,2,1Fam,3,1,905.0,0.0,6,1,0.0,0.0,4,357.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,572.0,2.0,3,3,3,Attchd,2006.0,1262,0,GasA,4,1Story,282,1,4,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,FV,68.0,Stone,0,5,Somerst,120,5,6,Y,0,0,CompShg,Gable,Partial,185000.0,New,0,Pave,5,1262.0,AllPub,0,2006,2006,2006,Modern,0,2,2.0,1.0,0.7171156893819335,2167.0,0.5823719427780342,2287.0,0.05537609598523304,0
